Height (mm), Width (mm), Access time (ns), Cycle time (ns), Dynamic Read Energy (nJ), Dynamic Write Energy (nJ), Leakage Power (mW)
0.0669447, 0.279509, 0.379935, 0.431453, 0.00155166, 0.000909661, 0.546015
